Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column1,Column2,Column3,Column4,ID_Ref,Genebank,Description,Cluster,Tissue-enriched expression,High expression,Mean St0,StDev St0,Mean St1 M,StDev St1 M,Mean St2 M,StDev St2 M,Mean St3 M,StDev St3 M,Mean St1 F,StDev St1 F,Mean St2 F,StDev St2 F,Mean St3 F,StDev St3 F,F ratio,SS (groups),SS (error),df (groups),df( error),Raw p value,Adj p value
ES789955.p.cg.6,comp94584_c0_seq1,73.65,406,98,3,15,414,3387,2985,1E-63,244,ES789955.p.cg.6,CGI_10001933,0,ES789955,12036,ES789955,(sp:A6NL82) Protein FAM183A OS=Homo sapiens GN=FAM183A PE=2 SV=2,5,,Labial palps and gills,1.0051447,0.14790027,1.0590385,0.11268969,1.0425255,0.14172798,2.0777943,0.06970231,1.1553501,0.061032314,1.0637716,0.18543996,0.9938896,0.19589391,31.92947,3.7971756,0.49551606,6,25,1.4846502E-10,2.4259185E-07
CU986637.p.cg.6,comp142431_c0_seq2,79.45,506,104,0,6,511,63,568,7E-124,444,CU986637.p.cg.6,CGI_10005713,0,CU986637,12139,CU986637,(sp:P62489) DNA-directed RNA polymerase II subunit RPB7 OS=Rattus norvegicus GN=Polr2g PE=2 SV=1,8,,#N/A,1.4843266,0.050822217,1.556989,0.05691633,1.887541,0.06278717,1.9986998,0.05602309,1.6410893,0.11624581,1.7863754,0.06603288,1.884623,0.06813636,40.165436,1.1238847,0.11658912,6,25,1.18848265E-11,2.3769653E-08
FP089861.p.cg.6,comp139393_c0_seq2,76.81,858,195,4,248,1105,1379,526,0,636,FP089861.p.cg.6,CGI_10008446,0,FP089861,12400,FP089861,(sp:Q24572) Probable histone-binding protein Caf1 OS=Drosophila melanogaster GN=Caf1 PE=1 SV=1,9,,#N/A,-0.44229066,0.076395236,-0.33022207,0.029131534,-0.13307008,0.09132118,-0.054847535,0.10052296,-0.33900815,0.10379559,-0.15858993,0.119667806,0.14470828,0.04498143,27.464062,1.1870047,0.18008454,6,25,7.4770534E-10,9.765032E-07
EW778003.p.cg.6,comp116682_c1_seq2,73.74,438,115,0,199,636,1,438,1E-71,271,EW778003.p.cg.6,CGI_10022473,0,EW778003,12715,EW778003,(sp:P04412) Epidermal growth factor receptor OS=Drosophila melanogaster GN=Egfr PE=1 SV=3,1,,Adductor muscle,0.99990994,0.08235629,0.92807394,0.22239444,0.81702423,0.122848466,0.67110837,0.1296905,0.90933955,0.07454905,0.5526837,0.085334204,0.3324948,0.077948965,19.159092,1.6017145,0.34833646,6,25,3.041847E-08,4.0456566E-06
AM860854.p.cg.6,comp138450_c0_seq1,71.5,849,233,4,3,848,1171,2013,3E-119,430,AM860854.p.cg.6,CGI_10020354,0,AM860854,13277,AM860854,(sp:Q13415) Origin recognition complex subunit 1 OS=Homo sapiens GN=ORC1L PE=1 SV=2,3,,#N/A,0.61658996,0.18953611,0.8360224,0.10227957,1.1063898,0.161482,1.0209385,0.04647217,0.9273723,0.07916669,1.2381606,0.1928864,1.9038451,0.110888705,37.478096,4.81098,0.53486574,6,25,2.5651259E-11,4.8916952E-08
FP003003.p.cg.6,comp110047_c0_seq2,70.85,686,187,3,4,687,1313,639,1E-90,334,FP003003.p.cg.6,CGI_10016253,0,FP003003,13303,FP003003,(sp:Q922R1) UPF0183 protein C16orf70 homolog OS=Mus musculus PE=2 SV=1,7,,#N/A,1.0278841,0.049848877,1.0319,0.10236835,1.1008844,0.092659175,1.489093,0.061403647,1.039571,0.036057174,0.9826126,0.12314486,1.3398287,0.06854393,26.128849,0.93681175,0.14938974,6,25,1.2663002E-09,1.4866364E-06
CU990820.p.cg.6,comp140689_c0_seq2,76.01,592,142,0,2,593,1621,2212,7E-119,428,CU990820.p.cg.6,CGI_10025218,0,CU990820,13304,CU990820,(sp:Q561P5) DNA replication licensing factor mcm5 OS=Xenopus tropicalis GN=mcm5 PE=2 SV=1,9,,#N/A,0.8979018,0.08707937,1.0065548,0.117364086,1.665536,0.07712178,1.856905,0.09290653,1.2213346,0.08704846,1.6443034,0.15974177,1.9659665,0.02218884,94.17802,5.3998475,0.23890252,6,25,6.661338E-16,1.6493473E-12
AM857825.p.cg.6,comp140963_c2_seq2,72.25,800,208,9,27,822,1293,2082,5E-114,414,AM857825.p.cg.6,CGI_10018916,0,AM857825,13452,AM857825,(sp:Q09472) Histone acetyltransferase p300 OS=Homo sapiens GN=EP300 PE=1 SV=2,3,,#N/A,0.7406213,0.05414686,0.74775803,0.057277754,0.76924324,0.08982591,0.97883075,0.03484258,0.7633989,0.11496382,1.0061196,0.19457611,1.303067,0.022815734,22.444824,1.1474053,0.21300481,6,25,6.1474044E-09,4.592111E-06
AM860858.p.cg.6,comp140956_c1_seq6,77.29,458,91,3,85,534,180,632,2E-97,356,AM860858.p.cg.6,CGI_10026456,0,AM860858,14324,AM860858,(sp:Q3UFY4) Radial spoke head protein 3 homolog A OS=Mus musculus GN=Rsph3a PE=2 SV=1,5,,Labial palps and gills,0.22365184,0.14474966,0.19822,0.136126,0.24688242,0.17377584,1.1962489,0.04527496,0.29855463,0.102727205,0.05842656,0.0734773,0.30326575,0.04248191,41.22084,3.4850192,0.35227117,6,25,8.895884E-12,1.8014164E-08
CU686151.p.cg.6,comp123534_c0_seq1,71.92,616,171,2,72,686,1086,472,5E-88,325,CU686151.p.cg.6,CGI_10019208,0,CU686151,14411,CU686151,"""(sp:Q5RFA3) Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Pongo abelii GN=AGXT2 PE=2 SV=1""",4,,#N/A,0.61537266,0.096772745,0.63104457,0.07629255,0.7234351,0.055699278,0.47257322,0.089741394,0.6492884,0.051272165,0.9726393,0.052911874,0.895857,0.04445002,22.415743,0.74615973,0.1386971,6,25,6.2296923E-09,4.616202E-06
AM237674.p.cg.6,comp144251_c0_seq2,72.43,711,193,3,24,732,1881,1172,2E-107,390,AM237674.p.cg.6,CGI_10027558,0,AM237674,14641,AM237674,(sp:Q7ZXB1) DNA replication licensing factor mcm7-B OS=Xenopus laevis GN=mcm7-B PE=2 SV=1,9,,#N/A,0.9757853,0.11266045,1.1385639,0.11963391,1.8665794,0.1649566,1.9543524,0.12022044,1.3437968,0.123241104,1.8479235,0.18130675,2.2498422,0.047605142,70.02678,6.852898,0.40775463,6,25,2.0539126E-14,4.9766302E-11
FP003042.p.cg.6,comp143076_c0_seq6,70.1,873,259,2,5,876,610,1481,2E-107,390,FP003042.p.cg.6,CGI_10006848,0,FP003042,14801,FP003042,(sp:P35611) Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=2,4,female gonad,#N/A,1.1037743,0.14087568,1.1525488,0.14042157,1.284007,0.20077658,0.893051,0.026376724,1.4724786,0.26540565,1.9696381,0.23990972,2.0037913,0.0879483,27.360918,4.7824206,0.7282925,6,25,7.781569E-10,1.006935E-06
AM858464.p.cg.6,comp139776_c0_seq1,70.59,731,203,3,76,800,294,1018,2E-94,347,AM858464.p.cg.6,CGI_10003602,0,AM858464,14835,AM858464,(sp:P49366) Deoxyhypusine synthase OS=Homo sapiens GN=DHPS PE=1 SV=1,3,,#N/A,0.26885843,0.104063734,0.24922974,0.03172018,0.30961037,0.06571825,0.3653922,0.0625803,0.3761997,0.041504838,0.6593395,0.11531748,0.72186595,0.09440932,22.611591,0.95148057,0.17533055,6,25,5.697621E-09,4.3757727E-06
CU996492.p.cg.6,comp143196_c0_seq1,73.71,814,206,5,11,820,2219,1410,1E-136,488,CU996492.p.cg.6,CGI_10016257,0,CU996492,15165,CU996492,(sp:P04040) Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,1,,hemocytes,0.6752201,0.105815224,0.69759095,0.16306461,0.3588414,0.12986949,0.19694993,0.1997311,0.5335684,0.1293028,-0.017402986,0.16191505,-0.112933114,0.16746634,22.581411,2.9339542,0.54136604,6,25,5.77631E-09,4.413101E-06
AM861427.p.cg.6,comp142594_c0_seq1,76.04,576,137,1,34,609,81,655,1E-114,414,AM861427.p.cg.6,CGI_10008498,0,AM861427,15399,AM861427,(sp:P20664) DNA primase small subunit OS=Mus musculus GN=Prim1 PE=1 SV=1,8,,#N/A,0.45232376,0.17400393,0.79278916,0.17794879,1.2008395,0.21320918,1.3620183,0.12418623,0.74401087,0.106992945,0.8769348,0.17364626,1.4233973,0.036641758,27.320847,4.0549126,0.61840945,6,25,7.9034623E-10,1.0195466E-06
AM861293.p.cg.6,comp137292_c0_seq2,74.34,608,150,2,4,608,1908,1304,1E-107,390,AM861293.p.cg.6,CGI_10016102,0,AM861293,15572,AM861293,(sp:Q96GG9) DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1,7,,#N/A,0.9326762,0.040855832,0.96224,0.07949484,1.0686915,0.063943274,1.2665163,0.066885404,1.0511906,0.051040996,0.99486583,0.058250125,1.1925745,0.0559357,21.070227,0.4233147,0.08371107,6,25,1.1710037E-08,5.9135687E-06
AM859011.p.cg.6,comp133345_c1_seq2,72.01,468,129,2,97,563,60,526,7E-64,246,AM859011.p.cg.6,CGI_10008530,0,AM859011,15906,AM859011,(sp:Q5VVX9) Ubiquitin-conjugating enzyme E2 U OS=Homo sapiens GN=UBE2U PE=1 SV=1,7,,#N/A,0.76243544,0.13736017,1.0073239,0.06452649,1.203281,0.15541466,1.5780206,0.09737266,0.89576906,0.065267086,0.88917077,0.028516375,1.2308959,0.07338412,33.187023,2.2050447,0.27684578,6,25,9.754486E-11,1.6748453E-07
AM868574.p.cg.6,comp139567_c0_seq6,73.2,933,248,2,4,935,1412,481,4E-155,549,AM868574.p.cg.6,CGI_10028786,0,AM868574,16127,AM868574,(sp:P51892) DNA ligase 1 OS=Xenopus laevis GN=lig1 PE=2 SV=1,7,,#N/A,0.24543308,0.108065836,0.3822724,0.09616132,0.9443295,0.16481076,1.2635691,0.09085943,0.4390383,0.076677985,0.7243221,0.26656154,1.3521574,0.13909736,45.76384,5.5420804,0.5045906,6,25,2.7454705E-12,5.92198E-09
FP005816.p.cg.6,comp123874_c0_seq2,70.87,539,157,0,80,618,745,207,2E-69,264,FP005816.p.cg.6,CGI_10028842,0,FP005816,16160,FP005816,(sp:Q9CY94) DNA replication complex GINS protein PSF3 OS=Mus musculus GN=Gins3 PE=2 SV=1,8,,#N/A,0.6439667,0.16874114,0.796543,0.15543975,1.2840334,0.07973297,1.4888201,0.13081358,1.0463724,0.23411259,1.3625222,0.13161394,1.4897454,0.059385072,26.83744,3.666085,0.5691807,6,25,9.54806E-10,1.1887334E-06
AM864974.p.cg.6,comp143216_c1_seq8,71.6,507,139,3,11,513,3216,2711,2E-67,257,AM864974.p.cg.6,CGI_10011548,0,AM864974,16163,AM864974,(sp:Q556Y9) Mitotic spindle assembly checkpoint protein MAD2A OS=Dictyostelium discoideum GN=mad2l1-1 PE=3 SV=1,8,,#N/A,-0.017809752,0.12247217,0.18486297,0.17006902,0.7391381,0.11642764,0.85186005,0.11616353,0.117173284,0.102395475,0.42138636,0.1807081,0.90209407,0.071409464,41.787357,4.188429,0.4176332,6,25,7.635559E-12,1.5599447E-08
AM237649.p.cg.6,comp139165_c0_seq2,74.95,459,115,0,1,459,1026,568,5E-83,309,AM237649.p.cg.6,CGI_10013928,0,AM237649,16575,AM237649,(sp:P07201) Ribonucleoside-diphosphate reductase small chain OS=Spisula solidissima PE=2 SV=2,9,,#N/A,0.6497418,0.16767181,0.8079245,0.18690887,1.6311347,0.15878172,1.9345653,0.12461512,1.4394356,0.20558307,2.5805504,0.18092021,2.5049577,0.07088831,108.13022,17.228735,0.6638884,6,25,1.110223E-16,2.7544633E-13
AM863306.p.cg.6,comp143445_c0_seq12,77.6,509,99,4,224,720,110,615,8E-111,401,AM863306.p.cg.6,CGI_10028470,0,AM863306,16898,AM863306,(sp:P83917) Chromobox protein homolog 1 OS=Mus musculus GN=Cbx1 PE=1 SV=1,9,,#N/A,0.7251412,0.12472914,0.7591321,0.071499325,1.1765139,0.06566361,1.3104314,0.07369697,0.83583415,0.14898135,1.1392506,0.12195409,1.4143407,0.0860155,32.17143,2.2149453,0.28686756,6,25,1.3678791E-10,2.2652078E-07
CU686207.p.cg.6,comp124055_c0_seq3,76.42,738,168,4,4,739,1255,1988,6E-151,535,CU686207.p.cg.6,CGI_10025109,0,CU686207,16932,CU686207,"""(sp:P24733) Myosin heavy chain, striated muscle OS=Aequipecten irradians PE=1 SV=1""",1,adductor muscle,Adductor muscle,0.98493403,0.06477776,0.7499438,0.111475036,0.7731887,0.073746495,0.50732726,0.087965034,0.80859977,0.09834511,0.657307,0.08836055,0.36905938,0.08178831,30.179773,1.2942657,0.17868835,6,25,2.729319E-10,4.1431062E-07
AM859590.p.cg.6,comp117922_c0_seq1,70.57,581,155,8,27,599,76,648,7E-67,255,AM859590.p.cg.6,CGI_10017531,0,AM859590,17384,AM859590,(sp:Q9UHP6) Rhabdoid tumor deletion region protein 1 OS=Homo sapiens GN=RTDR1 PE=2 SV=1,5,,Labial palps and gills,0.4094898,0.20168003,0.42523882,0.18552805,0.3983157,0.19108462,1.553581,0.08368565,0.54725707,0.0663348,0.29522485,0.16203795,0.62098676,0.024320778,31.215797,4.5870743,0.6122801,6,25,1.8964208E-10,3.0020342E-07
CU994233.p.cg.6,comp143626_c0_seq1,74.89,446,108,4,533,976,900,1343,8E-76,286,CU994233.p.cg.6,CGI_10017450,0,CU994233,17453,CU994233,(sp:Q9BYJ9) YTH domain family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1,3,,#N/A,-0.256437,0.050635327,-0.24826306,0.091851965,-0.2572916,0.025571832,-0.19751708,0.015858106,-0.18901715,0.18197176,0.18862721,0.18254492,0.27576,0.07537647,21.29219,1.3405294,0.26232806,6,25,1.0528937E-08,5.811973E-06
CU998233.p.cg.6,comp142747_c0_seq1,75.93,864,205,3,2,865,2020,1160,1E-173,610,CU998233.p.cg.6,CGI_10012095,0,CU998233,17509,CU998233,(sp:Q4R6T7) IQ and ubiquitin-like domain-containing protein OS=Macaca fascicularis GN=IQUB PE=2 SV=2,5,,Labial palps and gills,0.25182188,0.17795184,0.28554162,0.20036004,0.074030586,0.23059045,1.0629411,0.06959962,0.28364033,0.12573987,-0.14199382,0.043376993,0.025440805,0.13364471,24.010603,3.5889566,0.6228076,6,25,3.0651912E-09,2.8751494E-06
AM856856.p.cg.6,comp132821_c0_seq1,74.64,485,123,0,302,786,871,387,4E-86,320,AM856856.p.cg.6,CGI_10003392,0,AM856856,17709,AM856856,(sp:Q8CFP6) DnaJ homolog subfamily C member 27 OS=Mus musculus GN=Dnajc27 PE=2 SV=1,7,,#N/A,0.18468001,0.08430731,0.2696954,0.04595686,0.41785377,0.14516704,0.8659444,0.12384164,0.23930508,0.10494119,0.327093,0.14904933,0.5893672,0.012716456,24.626328,1.5691366,0.265491,6,25,2.3553057E-09,2.3977013E-06
CU989074.p.cg.6,comp138574_c1_seq1,71.37,730,194,14,173,896,19,739,8E-88,325,CU989074.p.cg.6,CGI_10026892,0,CU989074,18301,CU989074,"""(sp:Q68FX0) Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Rattus norvegicus GN=Idh3B PE=2 SV=1""",8,male gonad,#N/A,0.41737255,0.095520064,0.42750332,0.1436432,0.73637354,0.2424724,1.3455096,0.062260147,0.6166641,0.07938204,0.71867096,0.15453291,0.8263886,0.12419583,24.936476,2.6967053,0.45059586,6,25,2.0668725E-09,2.1598817E-06
BQ427315.p.cg.6,comp141720_c0_seq4,72.81,1085,289,6,1,1082,1856,775,7E-172,605,BQ427315.p.cg.6,CGI_10022811,0,BQ427315,18410,BQ427315,(sp:P80467) Alcohol dehydrogenase class-3 OS=Uromastyx hardwickii PE=1 SV=1,4,,#N/A,1.9852349,0.1339531,2.2580667,0.106018625,2.3698566,0.070454694,2.1677854,0.02103658,2.327573,0.032021474,2.5099058,0.0627435,2.4037957,0.088181704,20.163492,1.0344234,0.21375749,6,25,1.8253278E-08,6.1878613E-06
AM857935.p.cg.6,comp141774_c1_seq1,76.92,715,165,0,6,720,42,756,3E-154,545,AM857935.p.cg.6,CGI_10027052,2E-140,AM857935,18649,AM857935,(sp:Q66IS6) Bardet-Biedl syndrome 5 protein homolog OS=Xenopus laevis GN=bbs5 PE=2 SV=1,5,male gonad,Labial palps and gills,1.0550448,0.12507857,1.1779726,0.08555699,1.3234956,0.18761685,1.8764522,0.13269019,1.1837224,0.02209195,0.91340727,0.094481975,1.217241,0.113118075,27.717848,2.371703,0.35652465,6,25,6.7812045E-10,8.9783146E-07
DV736298.p.cg.6,comp133082_c0_seq2,73.09,747,184,7,195,928,2234,1492,2E-117,425,DV736298.p.cg.6,CGI_10007662,0,DV736298,18739,DV736298,(sp:Q9PU85) Serine/threonine-protein kinase Pim-3 OS=Coturnix coturnix japonica GN=PIM3 PE=2 SV=1,2,,#N/A,2.1172342,0.0542596,1.9223491,0.10438544,1.92224,0.0347031,1.8111588,0.038626794,2.0222232,0.07500401,2.2087317,0.10850597,2.3626444,0.14643633,20.75327,0.88615596,0.17791492,6,25,1.3651389E-08,6.1567766E-06
AM861838.p.cg.6,comp139946_c0_seq6,75.92,569,137,0,94,662,130,698,5E-113,408,AM861838.p.cg.6,CGI_10024526,0,AM861838,18740,AM861838,(sp:P35250) Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3,8,,#N/A,0.8544518,0.0887345,1.0402265,0.13958003,1.4339848,0.13392761,1.6987598,0.20101121,1.02745,0.10612368,1.1692891,0.1673118,1.5738019,0.031422835,30.047684,2.951784,0.40931937,6,25,2.861199E-10,4.3175493E-07
ES789731.p.cg.6,comp144394_c0_seq3,77.33,322,73,0,1,322,1838,1517,4E-66,251,ES789731.p.cg.6,CGI_10020543,7E-115,ES789731,18825,ES789731,(sp:Q13099) Intraflagellar transport protein 88 homolog OS=Homo sapiens GN=IFT88 PE=1 SV=2,7,,#N/A,0.39093524,0.046118777,0.36443746,0.028373541,0.46285802,0.13375169,0.7835084,0.033132136,0.46871558,0.051181447,0.41963375,0.023779344,0.73422277,0.015220257,36.717667,0.7447708,0.08451549,6,25,3.217382E-11,6.022939E-08
AM864705.p.cg.6,comp124268_c0_seq1,72.84,751,203,1,27,777,65,814,7E-120,432,AM864705.p.cg.6,CGI_10011558,0,AM864705,18933,AM864705,(sp:P70195) Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1,8,,#N/A,1.8388242,0.09933582,1.9259796,0.10557388,2.256643,0.099910945,2.4337902,0.08117165,2.0565732,0.06615619,2.2368507,0.085109234,2.3344996,0.035041112,32.8851,1.5056233,0.19076818,6,25,1.0775725E-10,1.8340283E-07
AM858935.p.cg.6,comp50528_c0_seq1,70.13,596,166,8,89,678,762,173,1E-64,248,AM858935.p.cg.6,CGI_10025791,0,AM858935,18976,AM858935,"""(sp:Q0MQI7) NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1""",8,,#N/A,1.6669439,0.05842481,1.7807709,0.08424498,1.9970365,0.13537726,2.254446,0.068545,1.884211,0.044926662,1.9479452,0.08711924,1.9481343,0.06492021,28.082697,1.0495999,0.15573052,6,25,5.9005245E-10,7.9716085E-07
AM861509.p.cg.6,comp144116_c0_seq6,75.54,507,124,0,79,585,1443,937,3E-97,356,AM861509.p.cg.6,CGI_10012072,0,AM861509,19072,AM861509,(sp:Q6DIH3) DNA replication licensing factor mcm2 OS=Xenopus tropicalis GN=mcm2 PE=2 SV=1,9,,#N/A,0.91056716,0.13150926,1.0739453,0.111686334,1.4715028,0.18542291,1.6697254,0.045661703,1.2600453,0.08371097,1.4701817,0.14217064,1.779481,0.10296329,34.016193,3.113287,0.3813486,6,25,7.450507E-11,1.3001134E-07
ES789943.p.cg.6,comp135381_c0_seq1,74.6,941,235,3,15,953,1189,251,2E-173,610,ES789943.p.cg.6,CGI_10006977,0,ES789943,19877,ES789943,(sp:Q80Y75) DnaJ homolog subfamily B member 13 OS=Mus musculus GN=Dnajb13 PE=2 SV=1,5,,Labial palps and gills,0.9865218,0.22792007,1.0866423,0.18486542,0.8802177,0.15060796,2.0242953,0.066589415,1.1559548,0.10362995,0.681468,0.14570902,0.75944936,0.13736029,28.944214,4.8627925,0.7000237,6,25,4.2739934E-10,6.1075366E-07
AM860925.p.cg.6,comp116084_c0_seq1,76.35,427,97,3,281,705,176,600,6E-82,306,AM860925.p.cg.6,CGI_10026652,0,AM860925,20003,AM860925,(sp:Q28165) Polyadenylate-binding protein 2 OS=Bos taurus GN=PABPN1 PE=1 SV=3,9,,#N/A,1.3982445,0.08047887,1.396044,0.07306653,1.651223,0.096352875,1.7756855,0.07178583,1.4645061,0.12869611,1.7875429,0.19555208,1.9481249,0.08532713,18.972826,1.324686,0.29091743,6,25,3.35179E-08,2.9160572E-06
AM858460.p.cg.6,comp141596_c0_seq6,79.3,633,131,0,42,674,108,740,1E-155,551,AM858460.p.cg.6,CGI_10000776,0,AM858460,20589,AM858460,(sp:P28021) Casein kinase II subunit beta OS=Xenopus laevis GN=csnk2b PE=1 SV=1,9,,#N/A,1.8113884,0.061973635,1.8595128,0.051365092,1.9602629,0.041220106,2.1461253,0.05292715,2.0086899,0.1326413,2.1617904,0.067118526,2.1119266,0.04627089,20.729162,0.60207534,0.1210202,6,25,1.3812652E-08,6.132818E-06
AM859331.p.cg.6,comp143362_c0_seq2,73.21,433,107,4,15,442,983,555,9E-65,248,AM859331.p.cg.6,CGI_10016097,0,AM859331,20750,AM859331,(sp:Q5R7Q4) Replication protein A 70 kDa DNA-binding subunit OS=Pongo abelii GN=RPA1 PE=2 SV=1,9,,#N/A,0.35214895,0.097769,0.32959956,0.21920809,0.799687,0.18688512,0.88616335,0.08920213,0.65007657,0.1271578,0.73467207,0.076143436,1.048512,0.08302778,20.485296,2.095886,0.42629886,6,25,1.5564687E-08,6.163616E-06
AM856942.p.cg.6,comp143707_c0_seq1,72.9,535,140,4,9,539,66,599,8E-80,298,AM856942.p.cg.6,CGI_10026359,0,AM856942,21186,AM856942,(sp:Q7T0M6) Histone chaperone asf1-B OS=Xenopus laevis GN=asf1-B PE=2 SV=1,8,,#N/A,0.90520877,0.09442182,0.88884795,0.09220851,1.5263891,0.1662936,1.7411003,0.17569949,1.1153778,0.051556442,1.4008851,0.10370856,1.3716438,0.17365229,31.237202,2.9552379,0.39419314,6,25,1.8824176E-10,2.9836318E-07
AM858915.p.cg.6,comp138448_c0_seq6,69.92,891,260,7,294,1180,391,1277,6E-103,376,AM858915.p.cg.6,CGI_10021694,0,AM858915,21430,AM858915,(sp:O75925) E3 SUMO-protein ligase PIAS1 OS=Homo sapiens GN=PIAS1 PE=1 SV=2,3,,#N/A,0.15865526,0.058377866,0.1084443,0.124987364,0.25001112,0.095200226,0.29680502,0.040106773,0.17913178,0.05687947,0.41902792,0.11371944,0.60019135,0.057109926,19.820288,0.7659655,0.16102305,6,25,2.1683109E-08,5.767707E-06
AM862562.p.cg.6,comp144251_c0_seq2,77.36,477,104,3,75,551,2501,2029,2E-99,363,AM862562.p.cg.6,CGI_10016103,0,AM862562,21572,AM862562,(sp:Q6NX31) DNA replication licensing factor mcm7 OS=Xenopus tropicalis GN=mcm7 PE=2 SV=1,9,,#N/A,0.13300297,0.04339085,0.2652828,0.07594785,0.85958594,0.103596576,0.91197246,0.09618178,0.4486006,0.06410952,0.8856715,0.12845348,1.1737508,0.037242588,122.169716,4.5865,0.15642515,6,25,0,0
CU992930.p.cg.6,comp137961_c2_seq3,79.84,620,121,2,193,810,274,891,4E-155,549,CU992930.p.cg.6,CGI_10010586,0,CU992930,21827,CU992930,(sp:Q9DAK2) Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=2 SV=1,5,,Labial palps and gills,1.0838349,0.17573974,1.0014275,0.23200716,1.0899429,0.14071794,2.1773124,0.06950603,1.0677208,0.19166376,0.79907614,0.21165045,1.0257049,0.068809606,28.93098,4.9323945,0.71036804,6,25,4.294951E-10,6.128895E-07
BQ427333.p.cg.6,comp142811_c0_seq2,76.6,530,124,0,50,579,150,679,1E-109,398,BQ427333.p.cg.6,CGI_10009435,0,BQ427333,22275,BQ427333,(sp:Q9BPU9) B9 domain-containing protein 2 OS=Homo sapiens GN=B9D2 PE=2 SV=2,7,,#N/A,1.078181,0.068768576,1.060843,0.10252788,1.1322703,0.09277577,1.5446743,0.046802454,1.1610026,0.02572734,1.1315229,0.050067693,1.3426869,0.11309293,22.816334,0.79351115,0.1449092,6,25,5.193403E-09,4.097595E-06
DW713853.p.cg.6,comp127090_c0_seq1,79.31,348,71,1,162,508,1348,1695,4E-80,300,DW713853.p.cg.6,CGI_10000441,0,DW713853,23129,DW713853,(sp:O08584) Krueppel-like factor 6 OS=Mus musculus GN=Klf6 PE=2 SV=3,1,,hemocytes,1.7887853,0.091654584,1.4891138,0.13819031,1.4458634,0.10111427,1.2188529,0.11585213,1.3530483,0.10981823,1.21719,0.22712356,0.97441447,0.19075027,19.200844,2.2447639,0.48712355,6,25,2.9767072E-08,4.197157E-06
AM237648.p.cg.6,comp144511_c0_seq9,72.3,787,211,5,9,793,1171,390,2E-116,421,AM237648.p.cg.6,CGI_10005996,0,AM237648,23419,AM237648,(sp:Q801E2) Actin-binding protein anillin OS=Xenopus laevis GN=anln PE=1 SV=1,7,,#N/A,0.97547567,0.108936645,1.1040201,0.12181738,1.589473,0.117917635,2.0651364,0.14650805,1.2770413,0.10364579,1.5939429,0.19240928,2.0116608,0.12246957,52.686985,5.3359356,0.42198402,6,25,5.5278004E-13,1.2614441E-09
AM862425.p.cg.6,comp144423_c1_seq2,72.43,653,171,4,7,653,3944,3295,3E-97,356,AM862425.p.cg.6,CGI_10009524,0,AM862425,24013,AM862425,(sp:P50532) Structural maintenance of chromosomes protein 4 OS=Xenopus laevis GN=smc4 PE=1 SV=1,8,,#N/A,1.668616,0.08687822,1.6433218,0.093315564,2.0637872,0.05957945,2.2130442,0.08613789,1.797514,0.08237839,2.0222,0.13659194,2.1440797,0.040022157,33.05128,1.5309551,0.19300249,6,25,1.0200074E-10,1.7442127E-07
AM858990.p.cg.6,comp140005_c4_seq4,70.23,739,212,3,16,747,1332,595,1E-90,334,AM858990.p.cg.6,CGI_10014553,0,AM858990,24105,AM858990,(sp:O02485) Uncharacterized protein ZK1073.1 OS=Caenorhabditis elegans GN=ZK1073.1 PE=2 SV=1,6,,#N/A,0.867121,0.067187704,0.89358306,0.09306489,1.0996389,0.10860326,1.2528124,0.15468499,0.82764095,0.06680925,0.7562833,0.04275925,0.5381924,0.028084746,28.867025,1.2885591,0.18599062,6,25,4.397811E-10,6.2492893E-07
AM861092.p.cg.6,comp129985_c0_seq1,68.88,1041,302,13,271,1295,10,1044,2E-103,378,AM861092.p.cg.6,CGI_10015275,0,AM861092,24211,AM861092,(sp:O75800) Zinc finger MYND domain-containing protein 10 OS=Homo sapiens GN=ZMYND10 PE=1 SV=2,7,,#N/A,-0.20198472,0.12250782,-0.17310734,0.036927346,-0.012224451,0.039981212,0.42455137,0.06526839,-0.19084707,0.11538259,-0.030279353,0.09061532,0.36808243,0.11858151,33.174698,1.8589586,0.23348099,6,25,9.7940656E-11,1.6806617E-07
